District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Blood slide examination rate,,0.79
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Slide positivity rate,,0.54
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.04
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,0.17
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Proportion of PF,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,40
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,60
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,100
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,28.83
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Blood slide examination rate,,1.72
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Slide positivity rate,,1.05
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.14
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,1.26
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of PF,,9.09
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,37.5
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,20.78
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,79.22
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,36.36
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,63.64
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,112.56
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Blood slide examination rate,,3.45
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Slide positivity rate,,1.1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,1.25
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of PF,,10.57
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,40
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,20.33
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,79.67
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,49.59
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,50.41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,75.08
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Blood slide examination rate,,1.23
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Slide positivity rate,,2.51
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.31
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,3.95
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Proportion of PF,,3.26
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,34.93
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,8.73
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,91.27
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,44.93
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,55.07
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,83.77
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Blood slide examination rate,,1.27
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Slide positivity rate,,0.57
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.07
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,5.47
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of PF,,0.3
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,21.82
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,0.09
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,99.91
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,10.85
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,89.15
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,103.01
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Blood slide examination rate,,0.16
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Slide positivity rate,,1.41
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.02
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,2.33
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of PF,,0.23
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,29.41
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,0.45
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,99.55
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,47.96
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,52.04
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,57.84
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Blood slide examination rate,,1.39
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Slide positivity rate,,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,0.99
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of PF,,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,25.33
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,74.67
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,52
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,48
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,140.4
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Blood slide examination rate,,0.55
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Slide positivity rate,,4.97
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.27
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,0.09
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of PF,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,100
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,66.67
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,33.33
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,28.13
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Blood slide examination rate,,1.05
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Slide positivity rate,,0.2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Annual parisite incidence among 1000 population,,0.04
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Clinical Malaria among 1000 population,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Proportion of PF,,25
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Proportion of imported cases among total +ve,,75
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases,Under 5 yrs,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria cases by Age among total positive cases.1,Above 5 Yrs,100
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Proportion of Malaria Cases  by Sex among total +ve cases.1,Male,100
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Blood Slide Collection Achievement (%),,83.83
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Blood slide examination rate,,1.72
