District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Eye,246
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Measles,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Diarrhoea,6
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Severe Malnourish,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Treated (<5 Yrs),Total,,261
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Treated (<5 Yrs),Antihelmenthis,,1634
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Mass Distribution Program (<5 Yrs),Vitamin A,,25441
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Mass Distribution Program (<5 Yrs),Antihelmenthis,,22893
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Students received Antihelmenthis Tabs.,Antihelmenthis,,5680
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,No. of Pregnant Women,Antihelmenthis,,2913
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,No. of Pregnant Women,Iron (New),,2796
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,No. of Pregnant Women,Iron (Repeated),,2103
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,No. of Pregnant Women,Iron (180 Tabs),,1673
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,No of Postpartum mother within 6 week.,Iron (45 Tabs),,2156
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,No of Postpartum mother within 6 week.,Vitamin 'A',,2299
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Eye,27
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Measles,16
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Treated (<5 Yrs),Vitamin A,Diarrhoea,16
