District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Gram stain,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Blood Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Urine Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Body Fluid Culture/US/AFB,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Stool Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Water Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Pus Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Sputum Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,ENT culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Sputum AFB,Total,171
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Sputum AFB,+ve,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Widal Test,,762
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Fungus,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Leptospira,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,CSF Culture,,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Others,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Gram stain,,2
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Blood Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Urine Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Body Fluid Culture/US/AFB,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Stool Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Water Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Pus Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Sputum Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,ENT culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Sputum AFB,Total,399
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Sputum AFB,+ve,24
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Widal Test,,542
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Fungus,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Leptospira,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,CSF Culture,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Others,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gram stain,,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Blood Culture,,21
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Urine Culture,,24
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Body Fluid Culture/US/AFB,,3
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Stool Culture,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Water Culture,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Pus Culture,,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sputum Culture,,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,ENT culture,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sputum AFB,Total,514
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sputum AFB,+ve,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Widal Test,,1199
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Fungus,,210
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Leptospira,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,CSF Culture,,3
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,,15
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gram stain,,442
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Blood Culture,,245
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Urine Culture,,1361
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Body Fluid Culture/US/AFB,,118
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Stool Culture,,34
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Water Culture,,1
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Pus Culture,,296
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sputum Culture,,8736
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,ENT culture,,1379
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sputum AFB,Total,14011
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sputum AFB,+ve,472
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Widal Test,,7922
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Fungus,,423
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Leptospira,,4
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,CSF Culture,,15
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Others,,201
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Gram stain,,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Blood Culture,,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Urine Culture,,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Body Fluid Culture/US/AFB,,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Stool Culture,,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Water Culture,,0
