District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,New Acceptors as % of MWRA,,0.11
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,Current Users as % of MWRA,,6.52
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Male,100
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,HF,62.86
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,Camp,37.14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,Government,100
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,NGO,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Target Vs Achievement,as % of Current Users,NGO,90.84
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Target Vs Achievement,as % of VSC new Cases,NGO,70
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,New Acceptors as % of MWRA,,0.02
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Current Users as % of MWRA,,4.75
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Female,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Male,100
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,HF,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,Camp,100
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,Government,100
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,NGO,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Target Vs Achievement,as % of Current Users,NGO,74.8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Target Vs Achievement,as % of VSC new Cases,NGO,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,New Acceptors as % of MWRA,,0.04
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Current Users as % of MWRA,,12.47
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Female,34.38
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Male,65.63
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,HF,3.13
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,Camp,96.88
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,Government,100
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,NGO,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Target Vs Achievement,as % of Current Users,NGO,94.77
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Target Vs Achievement,as % of VSC new Cases,NGO,21.33
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,New Acceptors as % of MWRA,,1.65
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,Current Users as % of MWRA,,32.89
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Female,90.95
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,% of VSC new Cases,Male,9.05
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,HF,78.11
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC new acceptors at,Camp,21.89
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Permanent Method,Proportion of VSC provided by,Government,22.92
