District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,17
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Poor,50
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Disable,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Senior Citizen,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,FCHV,5
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,PHC,FCHV,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,20
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,PHC,FCHV,43
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,PHC,FCHV,3
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,37
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Poor,39
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Disable,4
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Senior Citizen,57
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,FCHV,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,PHC,FCHV,379
