District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Malignancy,Breast Cancer,5
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Malignancy,Cervical Cancer,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Malignancy,Lung Cancer,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Malignancy,Other Cancer,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,Hypertension,1179
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,Cardiac failure (CCF),51
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,COPD (Corpormonale),633
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,Acute rheumatic fever,266
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,Rheumatic heart disease,42
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,Ischemic heart disease,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cardiovascular related problems,Other cardiovascular problems,19
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Malignancy,Breast Cancer,1
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Malignancy,Cervical Cancer,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Malignancy,Lung Cancer,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Malignancy,Other Cancer,2
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cardiovascular related problems,Hypertension,1145
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cardiovascular related problems,Cardiac failure (CCF),13
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cardiovascular related problems,COPD (Corpormonale),861
