District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Histology,Biopsy,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cytology,Sputum smear,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Cytology,Other,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Histology,Biopsy,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Sputum smear,25
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Other,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Histology,Biopsy,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Sputum smear,183
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Cytology,Other,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Histology,Biopsy,194
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Cytology,Pap smear,27
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Cytology,Sputum smear,30
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,28
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Cytology,Other,24
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Histology,Biopsy,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Sputum smear,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Other,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Histology,Biopsy,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Sputum smear,4
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Cytology,Other,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Histology,Biopsy,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Sputum smear,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Other,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Histology,Biopsy,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Sputum smear,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Other,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Histology,Biopsy,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Cytology,Sputum smear,46
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Cytology,Other,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Histology,Biopsy,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Sputum smear,160
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Cytology,Other,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,S100,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Vimention,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Cytokeratin,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Immunohistochemistry ,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Histology,Biopsy,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Cytology,Pap smear,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Cytology,Sputum smear,9
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Cytology,Bodyfluid smear,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Cytology,Other,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,ER,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,PR,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Immunohistochemistry ,GFAP,0
