District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,404
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Poor,21921
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Disable,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,Senior Citizen,169
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hospital,FCHV,39
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,PHC,,957
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,14
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,394
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,269
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,PHC,,8083
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,PHC,,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,3005
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Poor,4647
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Disable,201
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,Senior Citizen,2143
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hospital,FCHV,93
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,PHC,,29156
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,717
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Poor,8233
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Disable,12
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Senior Citizen,4799
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,FCHV,41
Morang,Kosi,Terai,Eastern,2068/69,2011/12,PHC,,53378
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Poor,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Disable,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,Senior Citizen,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hospital,FCHV,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,PHC,,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,PHC,,16097
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,1503
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,11
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,56
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,2427
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,32
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,PHC,,2558
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,19
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Hospital,Poor,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Hospital,Disable,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Hospital,Senior Citizen,1722
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Hospital,FCHV,13
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,PHC,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,15625
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Poor,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Disable,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,467
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,PHC,,19060
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Hospital,Poor,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Hospital,Disable,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Hospital,Senior Citizen,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Hospital,FCHV,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,PHC,,4372
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,1040
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Poor,561
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Disable,147
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,464
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PHC,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,73
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Poor,40
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Disable,70
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,578
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,50
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PHC,,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,699
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Poor,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Disable,129
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,Senior Citizen,1281
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Hospital,FCHV,1390
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PHC,,2938
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,4549
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Poor,2930
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Disable,1656
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Senior Citizen,1233
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,FCHV,32
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PHC,,17366
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Ultrapoor Destitute,5542
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Poor,10093
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Disable,54
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,Senior Citizen,1623
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Hospital,FCHV,70
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PHC,,11883
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Poor,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Disable,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Hospital,FCHV,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PHC,,7669
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Poor,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Disable,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Hospital,FCHV,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PHC,,40646
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,6630
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Poor,1055
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Disable,119
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,820
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Hospital,FCHV,121
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PHC,,53268
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,1905
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Poor,4532
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Disable,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,538
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Hospital,FCHV,11
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PHC,,12228
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,701
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Poor,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Disable,19
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,655
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Hospital,FCHV,42
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PHC,,2966
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Hospital,Poor,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Hospital,Disable,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Hospital,FCHV,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PHC,,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,2334
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Poor,565
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Disable,262
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Senior Citizen,3234
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,FCHV,282
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PHC,,30254
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Poor,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Disable,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Hospital,FCHV,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,PHC,,13517
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,2246
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Poor,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Disable,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Hospital,FCHV,48
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,PHC,,155
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Poor,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Disable,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Hospital,FCHV,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,PHC,,6395
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Poor,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Disable,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Hospital,FCHV,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,PHC,,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,3757
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Poor,299
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Disable,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,1796
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Hospital,FCHV,247
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,PHC,,6127
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,186
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Poor,142
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Disable,25
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,Senior Citizen,122
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Hospital,FCHV,42
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,PHC,,2
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,18787
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Poor,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Disable,76
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,471
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Hospital,FCHV,54
Dhading,Bagmati,Hill,Central,2068/69,2011/12,PHC,,5380
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,766
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Hospital,Poor,1583
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Hospital,Disable,10
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Hospital,Senior Citizen,296
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Hospital,FCHV,12
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,PHC,,1335
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Hospital,Poor,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Hospital,Disable,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Hospital,FCHV,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,PHC,,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Hospital,Poor,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Hospital,Disable,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Hospital,FCHV,0
Bara,Narayani,Terai,Central,2068/69,2011/12,PHC,,25220
Parsa,Narayani,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Hospital,Poor,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Hospital,Disable,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Hospital,FCHV,246
Parsa,Narayani,Terai,Central,2068/69,2011/12,PHC,,18
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Hospital,Ultrapoor Destitute,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Hospital,Poor,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Hospital,Disable,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Hospital,Senior Citizen,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Hospital,FCHV,0
