District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,0-4,F,0
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,0-4,M,0
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,5-14,F,1
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,5-14,M,0
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,15-24,F,5
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,15-24,M,12
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,25-34,F,10
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,25-34,M,15
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,35-44,F,7
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,35-44,M,19
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,45-54,F,4
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,45-54,M,17
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,55-64,F,4
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,55-64,M,10
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,65+,F,2
Achham,Seti,Hill,Far-Western,2070/71,2013/14,NSPP age group distribution,65+,M,9
Achham,Seti,Hill,Far-Western,2070/71,2013/14,CNR of New and Relapse PBC Cases,,,45
Achham,Seti,Hill,Far-Western,2070/71,2013/14,CNR of all forms of TB,,,67
Achham,Seti,Hill,Far-Western,2070/71,2013/14,ARI,,,1.06
Achham,Seti,Hill,Far-Western,2070/71,2013/14,CFR (New and Relapse),,,85%
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Expected Cases,,,139.59246
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Case Finding Rate ( New PBC),,,82%
