District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,% of distribution,Pills,39.08
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,% of distribution,Condom,35.92
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,60.64
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,42.34
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,31.41
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,81.45
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,18.44
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,20.79
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,51.4
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,% of distribution,Pills,68.16
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,% of distribution,Condom,34.21
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,92.03
Morang,Kosi,Terai,Eastern,2068/69,2011/12,% of distribution,Pills,82.57
Morang,Kosi,Terai,Eastern,2068/69,2011/12,% of distribution,Condom,32.68
Morang,Kosi,Terai,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,93.79
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,% of distribution,Pills,58.1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,% of distribution,Condom,46.58
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,80.11
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,36.93
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,16.19
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,93.2
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,33.4
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,18.67
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,72.59
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,% of distribution,Pills,50.22
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,% of distribution,Condom,15.49
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,62.1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,54.35
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,39.31
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,101.45
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,% of distribution,Pills,19.06
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,% of distribution,Condom,10.92
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,54.84
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,47.64
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,27.09
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,92.66
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,35.73
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,27.33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,69.23
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of distribution,Pills,63.35
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of distribution,Condom,50.93
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,91.83
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,% of distribution,Pills,37.96
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,% of distribution,Condom,45.59
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,% of Mothers group meeting held,Condom,88.89
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,% of distribution,Pills,54.7
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,% of distribution,Condom,53.96
