District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Patients at end previous year,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,New Patients,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Re+AC0-starter,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total,34
Achham,Seti,Hill,Far-Western,2068/69,2011/12,RFT,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Transferred Out,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Defaulter,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Other Deduction,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total deduction,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Patients at the End of this Fiscal Year,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Total child,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Smear Tested,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Positive,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Disability Grade 2,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Female among new,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Patients at end previous year,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Patients,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Re+AC0-starter,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Transferred In,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Total,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,RFT,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Total deduction,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Patients at the End of this Fiscal Year,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Smear Tested,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Disability Grade 2,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female among new,5
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Patients at end previous year,7
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Patients,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Relapse,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Total,16
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,RFT,10
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Total deduction,10
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Patients at the End of this Fiscal Year,6
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Total child,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Smear Tested,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Positive,5
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Disability Grade 2,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Female among new,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Patients at end previous year,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Patients,14
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Re+AC0-starter,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Total,26
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,RFT,11
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Defaulter,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Total deduction,12
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Patients at the End of this Fiscal Year,14
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Smear Tested,3
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Positive,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Disability Grade 2,4
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Female among new,3
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Patients at end previous year,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Patients,11
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Transferred In,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Total,20
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,RFT,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Other Deduction,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Total deduction,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Patients at the End of this Fiscal Year,11
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Smear Tested,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Positive,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Child,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Disability Grade 2,4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Female among new,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Patients at end previous year,7
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Patients,3
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Re+AC0-starter,1
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Transferred In,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Total,11
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,RFT,6
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Other Deduction,1
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Total deduction,7
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Patients at the End of this Fiscal Year,4
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Smear Tested,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Positive,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female among new,3
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Patients at end previous year,53
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Patients,71
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Relapse,2
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Re+AC0-starter,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Transferred In,3
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Total,129
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,RFT,44
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Transferred Out,2
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Defaulter,1
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Other Deduction,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Total deduction,53
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Patients at the End of this Fiscal Year,76
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Total child,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Smear Tested,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Positive,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Child,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Disability Grade 2,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female among new,19
Bara,Narayani,Terai,Central,2068/69,2011/12,Patients at end previous year,96
Bara,Narayani,Terai,Central,2068/69,2011/12,New Patients,72
Bara,Narayani,Terai,Central,2068/69,2011/12,Relapse,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Re+AC0-starter,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Transferred In,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Total,170
Bara,Narayani,Terai,Central,2068/69,2011/12,RFT,90
Bara,Narayani,Terai,Central,2068/69,2011/12,Transferred Out,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Other Deduction,3
