District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hernia,46
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Hydrocelle,35
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Phimosis/Para - Phimosis,23
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Haemorhoids/(Piles),97
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Epedidymitis/Orchitis,43
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Prostatism (BEP/BPH),46
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Others,13515
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hernia,15
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Hydrocelle,16
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Phimosis/Para - Phimosis,6
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Haemorhoids/(Piles),40
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Epedidymitis/Orchitis,12
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Prostatism (BEP/BPH),13
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Others,10086
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hernia,37
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hydrocelle,25
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Phimosis/Para - Phimosis,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Haemorhoids/(Piles),71
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Epedidymitis/Orchitis,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Prostatism (BEP/BPH),20
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,21038
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hernia,405
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hydrocelle,734
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Phimosis/Para - Phimosis,125
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Haemorhoids/(Piles),898
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Epedidymitis/Orchitis,294
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Prostatism (BEP/BPH),71
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Others,18972
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hernia,225
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Hydrocelle,641
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Phimosis/Para - Phimosis,78
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Haemorhoids/(Piles),502
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Epedidymitis/Orchitis,110
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Prostatism (BEP/BPH),129
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Others,51579
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hernia,34
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Hydrocelle,44
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Phimosis/Para - Phimosis,4
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Haemorhoids/(Piles),203
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Epedidymitis/Orchitis,31
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Prostatism (BEP/BPH),5
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Others,45499
